datetime,open,high,low,close,volume
2025-07-30 09:15:00,13043.35,13044.15,12999.7,13025.5,0
2025-07-30 09:18:00,13025.9,13033.0,13018.1,13018.35,0
2025-07-30 09:21:00,13018.2,13018.8,13003.05,13005.75,0
2025-07-30 09:24:00,13005.95,13011.05,12988.55,12996.6,0
2025-07-30 09:27:00,12996.35,12999.35,12979.75,12984.6,0
2025-07-30 09:30:00,12984.25,12997.35,12980.0,12986.7,0
2025-07-30 09:33:00,12986.8,12998.55,12984.3,12992.15,0
2025-07-30 09:36:00,12992.5,13001.45,12990.45,12993.8,0
2025-07-30 09:39:00,12993.5,13007.65,12993.3,13004.35,0
2025-07-30 09:42:00,13003.85,13013.2,12998.9,13013.2,0
2025-07-30 09:45:00,13012.55,13013.05,12984.65,12985.25,0
2025-07-30 09:48:00,12985.3,12986.0,12969.7,12970.2,0
2025-07-30 09:51:00,12970.55,12980.1,12970.15,12975.7,0
2025-07-30 09:54:00,12975.85,13003.95,12972.75,13000.85,0
2025-07-30 09:57:00,13000.65,13007.25,12991.8,12997.95,0
2025-07-30 10:00:00,12998.55,13003.3,12990.15,12998.4,0
2025-07-30 10:03:00,12997.4,13001.2,12992.6,12999.15,0
2025-07-30 10:06:00,12998.75,12998.75,12984.85,12990.35,0
2025-07-30 10:09:00,12989.85,12991.5,12983.55,12987.6,0
2025-07-30 10:12:00,12986.85,12994.8,12986.3,12991.95,0
2025-07-30 10:15:00,12991.8,12996.75,12988.4,12994.1,0
2025-07-30 10:18:00,12994.0,13000.45,12993.4,12998.5,0
2025-07-30 10:21:00,12998.6,12998.9,12988.3,12991.25,0
2025-07-30 10:24:00,12990.5,12992.65,12986.8,12987.6,0
2025-07-30 10:27:00,12987.0,12987.95,12974.45,12974.8,0
2025-07-30 10:30:00,12973.85,12983.8,12971.3,12982.4,0
2025-07-30 10:33:00,12982.5,12983.1,12969.5,12970.85,0
2025-07-30 10:36:00,12971.05,12972.0,12946.9,12948.85,0
2025-07-30 10:39:00,12949.2,12949.9,12935.45,12942.45,0
2025-07-30 10:42:00,12942.35,12952.0,12941.95,12945.75,0
2025-07-30 10:45:00,12945.55,12951.4,12932.1,12945.5,0
2025-07-30 10:48:00,12945.95,12958.3,12944.6,12958.3,0
2025-07-30 10:51:00,12958.55,12963.05,12954.15,12958.45,0
2025-07-30 10:54:00,12958.5,12958.55,12951.2,12954.3,0
2025-07-30 10:57:00,12954.25,12958.7,12953.25,12955.3,0
2025-07-30 11:00:00,12955.6,12956.4,12944.75,12955.6,0
2025-07-30 11:03:00,12956.1,12963.1,12956.1,12959.05,0
2025-07-30 11:06:00,12958.9,12963.55,12951.25,12963.3,0
2025-07-30 11:09:00,12963.45,12969.2,12959.9,12968.4,0
2025-07-30 11:12:00,12966.85,12975.5,12966.85,12974.2,0
2025-07-30 11:15:00,12974.15,12985.05,12973.85,12984.9,0
2025-07-30 11:18:00,12985.0,12989.8,12981.2,12988.1,0
2025-07-30 11:21:00,12987.8,12988.35,12984.15,12987.25,0
2025-07-30 11:24:00,12986.95,12992.65,12985.7,12989.95,0
2025-07-30 11:27:00,12990.6,13005.75,12989.65,13004.4,0
2025-07-30 11:30:00,13004.2,13024.1,13003.25,13023.05,0
2025-07-30 11:33:00,13023.35,13027.35,13019.05,13020.75,0
2025-07-30 11:36:00,13020.9,13026.0,13017.5,13025.2,0
2025-07-30 11:39:00,13025.1,13025.8,13012.9,13015.0,0
2025-07-30 11:42:00,13014.95,13022.0,13014.45,13017.85,0
2025-07-30 11:45:00,13017.6,13019.5,13014.15,13017.9,0
2025-07-30 11:48:00,13018.15,13019.55,13014.8,13019.05,0
2025-07-30 11:51:00,13018.75,13024.0,13017.05,13023.75,0
2025-07-30 11:54:00,13023.8,13027.3,13018.55,13025.45,0
2025-07-30 11:57:00,13025.8,13027.95,13017.35,13019.55,0
2025-07-30 12:00:00,13019.5,13021.1,13017.0,13017.25,0
2025-07-30 12:03:00,13017.3,13018.05,13008.05,13012.15,0
2025-07-30 12:06:00,13012.25,13014.05,13009.9,13013.85,0
2025-07-30 12:09:00,13014.05,13014.9,13003.7,13005.8,0
2025-07-30 12:12:00,13005.85,13006.6,12996.9,12998.45,0
2025-07-30 12:15:00,12998.2,13014.1,12997.35,13013.85,0
2025-07-30 12:18:00,13014.4,13023.05,13013.25,13019.05,0
2025-07-30 12:21:00,13018.9,13019.65,13012.85,13015.0,0
2025-07-30 12:24:00,13014.85,13014.85,13007.25,13008.1,0
2025-07-30 12:27:00,13007.3,13017.35,13004.1,13016.65,0
2025-07-30 12:30:00,13016.45,13024.75,13010.5,13012.65,0
2025-07-30 12:33:00,13012.9,13019.6,13011.0,13016.2,0
2025-07-30 12:36:00,13016.25,13020.8,13016.2,13019.05,0
