datetime,open,high,low,close,volume
2025-07-30 09:15:00,56310.1,56320.35,56155.35,56198.95,0
2025-07-30 09:18:00,56202.3,56219.7,56160.0,56167.35,0
2025-07-30 09:21:00,56168.35,56174.3,56125.7,56137.3,0
2025-07-30 09:24:00,56134.45,56142.1,56104.65,56113.2,0
2025-07-30 09:27:00,56112.8,56148.85,56107.2,56123.95,0
2025-07-30 09:30:00,56127.3,56171.5,56118.25,56158.95,0
2025-07-30 09:33:00,56157.2,56204.4,56152.95,56189.8,0
2025-07-30 09:36:00,56192.8,56230.55,56184.35,56212.9,0
2025-07-30 09:39:00,56213.3,56233.95,56204.5,56216.8,0
2025-07-30 09:42:00,56218.85,56240.75,56212.25,56240.75,0
2025-07-30 09:45:00,56244.55,56244.55,56190.6,56192.7,0
2025-07-30 09:48:00,56191.65,56194.1,56153.3,56166.7,0
2025-07-30 09:51:00,56165.5,56174.55,56135.3,56143.35,0
2025-07-30 09:54:00,56142.9,56198.35,56128.6,56195.6,0
2025-07-30 09:57:00,56197.2,56250.3,56197.2,56205.2,0
2025-07-30 10:00:00,56204.55,56224.4,56194.4,56208.6,0
2025-07-30 10:03:00,56206.65,56225.95,56187.45,56200.9,0
2025-07-30 10:06:00,56202.55,56210.7,56183.35,56187.25,0
2025-07-30 10:09:00,56187.65,56187.8,56148.75,56171.5,0
2025-07-30 10:12:00,56171.2,56218.4,56171.2,56201.95,0
2025-07-30 10:15:00,56201.35,56204.65,56165.95,56195.45,0
2025-07-30 10:18:00,56196.65,56210.8,56185.05,56196.55,0
2025-07-30 10:21:00,56203.7,56210.85,56170.45,56180.8,0
2025-07-30 10:24:00,56183.05,56196.8,56160.75,56164.65,0
2025-07-30 10:27:00,56166.3,56185.4,56149.9,56150.8,0
2025-07-30 10:30:00,56150.7,56204.05,56140.65,56201.5,0
2025-07-30 10:33:00,56200.4,56206.0,56164.75,56168.9,0
2025-07-30 10:36:00,56168.35,56178.25,56142.5,56144.7,0
2025-07-30 10:39:00,56144.8,56146.65,56118.0,56125.9,0
2025-07-30 10:42:00,56127.45,56173.45,56125.0,56144.05,0
2025-07-30 10:45:00,56147.2,56148.5,56064.55,56116.15,0
2025-07-30 10:48:00,56114.8,56147.5,56110.5,56147.5,0
2025-07-30 10:51:00,56147.1,56165.9,56140.85,56161.95,0
